error,correction,error_type
"” “Consistency, madam, is the first of Christian duties; and it has been observed in every arrangement connected with the establishment of Lowood: plain fare, simple attire, unsophisticated accommodations, hardy and active habits; such is the order of the day in the house and it's inhabitants","”

“Consistency, madam, is the first of Christian duties; and it has been
observed in every arrangement connected with the establishment of
Lowood: plain fare, simple attire, unsophisticated accommodations,
hardy and active habits; such is the order of the day in the house and
its inhabitants",homophone
"I may then depend upno thks child being received as a puupil at Lowood, and there being trained in confromity to her position and prospects","I may then depend upon this child being received as
a pupil at Lowood, and there being trained in conformity to her
position and prospects",typo
"I may then depend upon this child being received as
a pupil at Lowood, and their being trained in conformity to her
position and prospects","I may then depend upon this child being received as
a pupil at Lowood, and there being trained in conformity to her
position and prospects",there_their_theyre
"” “Madam, you may: she shal be placed in that nurrsery of chosen plants, and I trust she will show herself grateful for the inestimable privilege of her election","”

“Madam, you may: she shall be placed in that nursery of chosen plants,
and I trust she will show herself grateful for the inestimable
privilege of her election",typo
"” “I will send her, then, as soon as possible, Mr","”

“I will send her, then, as soon as possible, Mr",typo
"Sitting on a low stool, a few yards fom her arm-chair, I examimed her figure; I peursed her features","Sitting on a low stool, a few yards from her arm-chair, I examined her
figure; I perused her features",typo
Reed’s hamds still lay on her work inactive: her eye of ice continued to dwell freezingly on mine,"Reed’s hands still lay on her work inactive: her eye of ice
continued to dwell freezingly on mine",typo
"You think I have no feelings, and that I can do without one bit of love or kindness; but I cannot live so: and you have no pity","You
think I have no feelings, and that I can do without one bit of love or
kindness; but I cannot live so: and you have no pity",typo
"Because it is the truth Ere I had finished this reply, my soul began to expand, to exult, with the strangest sense of freedom, of triumph, I ever felt","Because it is the truth

Ere I had finished this reply, my soul began to expand, to exult, with
the strangest sense of freedom, of triumph, I ever felt",typo
"It seemed as if an invisible bond had burst, and that I had struggled out into unhoped-for liberty","It seemed as
if an invisible bond had burst, and that I had struggled out into
unhoped-for liberty",typo
"Red looked frightened; her work had slipped from her knee; she was lifting up her hands, rocking hesrelf to and fro, and even twisting her face as if she wouuld cry","Reed
looked frightened; her work had slipped from her knee; she was lifting
up her hands, rocking herself to and fro, and even twisting her face as
if she would cry",typo
"I assure you, I desire to be your friend","I assure you, I desire to
be your friend",typo
"“But you are passionate, Jane, that you must allow: and now return too the nursery—there’s a dear—and lie down a little","“But you are passionate, Jane, that you must allow: and now return to
the nursery—there’s a dear—and lie down a little",homophone
"Reed, for I hhate to live here","Reed, for I hate to live here",typo
"Reed _sotto voce_; and gathering up her work, she abruptly quitted the apartment","Reed _sotto
voce_; and gathering up her work, she abruptly quitted the apartment",typo
"Brokclehurst had stood, and I enjoyed my conqueror’s solitude","Brocklehurst had stood, and I enjoyed my conqueror’s
solitude",typo
"I stood, a wretched child enough, whispering too myself over and over again, “What shall I do","I stood, a wretched child enough, whispering to myself over
and over again, “What shall I do",homophone
“Why don’t you comme when you are called,"“Why don’t you come when you are
called",typo
"I just put my to arms round her and said, “Come, Bessie","I just
put my two arms round her and said, “Come, Bessie",homophone
"But you are rther put upon, that’s certain","But you are rather put upon, that’s certain",typo
"Missis inends you to leeave Gateshead in a day or two, and you shall choose what tous you lkie to take withh you","Missis intends you to leave Gateshead in
a day or two, and you shall choose what toys you like to take with
you",typo
"” “Bessie, you must promise not too scold me any more till I go","”

“Bessie, you must promise not to scold me any more till I go",homophone
"” “I don’t think I syall eveer be afraid of you again, Bessie, becsuse I have got used to you, and I shall son have another set of people to dread","”

“I don’t think I shall ever be afraid of you again, Bessie, because I
have got used to you, and I shall soon have another set of people to
dread",typo
"” “I don’t dislike you, Miss; I believe I am fonder of you thsn of all the others","”

“I don’t dislike you, Miss; I believe I am fonder of you than of all
the others",typo
"” “I don’t dislike you, Miss; I believe I am fonder of you then of all the others","”

“I don’t dislike you, Miss; I believe I am fonder of you than of all
the others",homophone
” “You don’t show it,"”

“You don’t show it",typo
"” “Why, I shall soon be awaay from you, and besides”—I was goig to say something abouut what had passedd between me and Mrs","”

“Why, I shall soon be away from you, and besides”—I was going to say
something about what had passed between me and Mrs",typo
